donation_id,donor_id,campaign_id,donation_date,amount,method,status,first_name,last_name,email,gender,join_date,alumni_status,total_gifts,donor_tier,name,type,start_date,manager,end_date,goal_amount,donation_month,donation_year,percent_of_goal,donation_success_flag
DON02246,D0145,CAMP025,2022-03-20,4633.39,Credit Card,Completed,Robyn,Hodges,zskinner@patterson.org,Other,2020-09-18,True,6139.05,Gold,Drive Open-Source Architectures,Alumni Giving,2022-07-22,Andrea Smith,2023-08-14,220949,2022-03,2022,2.0970404935075515,1
DON02247,D0271,CAMP023,2024-01-01,345.47,Check,Refunded,Juan,Velazquez,kimroy@walker.com,Other,2022-11-24,False,1812.05,Silver,Aggregate Real-Time Markets,Alumni Giving,2021-09-10,Alyssa Stone,2023-12-27,41995,2024-01,2024,0.8226455530420288,0
DON02248,D0019,CAMP010,2020-07-22,2150.61,Credit Card,Failed,William,Gonzalez,william92@howard-stokes.com,Other,2021-05-10,False,2461.19,Silver,Exploit Dot-Com E-Commerce,Scholarships,2020-07-08,Amanda Price DVM,2020-11-12,171983,2020-07,2020,1.2504782449428142,0
DON02249,D0733,CAMP017,2023-08-29,1928.73,Online,Completed,Daniel,Roth,idavis@weaver-ramos.com,Male,2021-03-03,True,9327.46,Gold,Matrix Efficient Niches,Emergency Relief,2024-09-15,Nicholas Cochran,2024-12-22,86721,2023-08,2023,2.224063375652956,1
DON02250,D0622,CAMP001,2023-04-11,2292.22,Credit Card,Completed,Alexis,Rogers,ellisreginald@schultz.com,Other,2024-09-10,True,4559.61,Silver,Integrate Synergistic Relationships,Athletics,2023-08-16,Daniel Wilson,2024-07-22,217610,2023-04,2023,1.0533615183125775,1
DON02251,D0082,CAMP006,2023-05-06,662.44,Check,Completed,Samantha,Rose,yparker@hotmail.com,Female,2022-09-26,True,9758.04,Gold,Utilize Vertical E-Tailers,Athletics,2024-01-01,John Mclaughlin,2025-01-13,43725,2023-05,2023,1.5150142938822184,1
DON02252,D0870,CAMP008,2020-06-16,702.71,Cash,Refunded,Dylan,Osborn,daniel69@hampton-hicks.com,Female,2025-03-02,True,9455.23,Gold,Deliver Robust Vortals,Athletics,2021-03-18,Ms. Carly Smith,2021-08-30,215102,2020-06,2020,0.3266868741341317,0
DON02253,D0671,CAMP010,2023-04-26,3820.12,Online,Completed,Allison,Lopez,dennis17@gmail.com,Female,2020-06-18,False,1894.08,Silver,Exploit Dot-Com E-Commerce,Scholarships,2020-07-08,Amanda Price DVM,2020-11-12,171983,2023-04,2023,2.2212195391404963,1
DON02254,D0491,CAMP025,2021-07-30,4816.58,Online,Completed,Nicholas,Johnson,richardsjoseph@gmail.com,Other,2020-08-20,False,5923.23,Gold,Drive Open-Source Architectures,Alumni Giving,2022-07-22,Andrea Smith,2023-08-14,220949,2021-07,2021,2.1799510294230795,1
DON02255,D0047,CAMP007,2023-12-20,690.6,Check,Completed,James,Smith,lgreen@yahoo.com,Other,2021-11-05,True,4927.14,Silver,Generate Intuitive Schemas,Athletics,2024-01-17,Jessica Davis,2025-03-08,60022,2023-12,2023,1.150578121355503,1
DON02256,D0270,CAMP024,2024-01-05,2384.62,Credit Card,Completed,Andrew,Robinson,xgonzalez@bell.info,Other,2021-06-27,True,3344.85,Silver,Morph Next-Generation Paradigms,Emergency Relief,2025-04-08,Megan Richardson,2025-04-13,93930,2024-01,2024,2.5387203236452676,1
DON02257,D0437,CAMP005,2024-02-15,4365.93,Online,Failed,Victoria,Wilcox,dunnwilliam@yahoo.com,Female,2021-07-12,True,9415.48,Gold,Morph Turn-Key Channels,Emergency Relief,2021-02-23,Carol Snyder,2021-11-07,189582,2024-02,2024,2.302924328259012,0
DON02258,D0144,CAMP007,2020-10-26,3165.88,Cash,Completed,Michael,Foley,laurenestrada@gmail.com,Other,2020-10-20,False,4802.74,Silver,Generate Intuitive Schemas,Athletics,2024-01-17,Jessica Davis,2025-03-08,60022,2020-10,2020,5.274532671353837,1
DON02259,D0409,CAMP024,2023-07-18,977.89,Credit Card,Failed,Eric,Schaefer,krista37@gmail.com,Female,2025-01-04,False,9735.4,Gold,Morph Next-Generation Paradigms,Emergency Relief,2025-04-08,Megan Richardson,2025-04-13,93930,2023-07,2023,1.0410837857979347,0
DON02260,D0423,CAMP003,2023-04-26,3693.45,Cash,Failed,Jonathan,Anthony,oreynolds@gmail.com,Male,2022-08-24,True,9379.5,Gold,Target Magnetic Metrics,Emergency Relief,2020-08-09,Thomas Hill,2022-10-31,47449,2023-04,2023,7.784041813315349,0
DON02261,D0619,CAMP006,2024-02-29,466.93,Check,Refunded,Douglas,Francis,carrie00@gmail.com,Male,2024-10-10,False,9012.91,Gold,Utilize Vertical E-Tailers,Athletics,2024-01-01,John Mclaughlin,2025-01-13,43725,2024-02,2024,1.0678787878787879,0
DON02262,D0296,CAMP006,2024-04-22,4809.14,Check,Refunded,Rose,Ward,mjames@stafford.org,Male,2022-10-04,False,6204.42,Gold,Utilize Vertical E-Tailers,Athletics,2024-01-01,John Mclaughlin,2025-01-13,43725,2024-04,2024,10.998604917095484,0
DON02263,D0434,CAMP019,2025-03-12,2951.53,Online,Failed,John,Herring,andersonkathleen@vance-smith.com,Female,2022-08-18,True,7427.78,Gold,Incentivize B2C Relationships,Alumni Giving,2022-05-23,Linda Hicks,2022-06-12,67273,2025-03,2025,4.387391672736462,0
DON02264,D0474,CAMP005,2020-09-11,1188.99,Check,Completed,Jason,Bishop,shawnajohnson@avila.biz,Female,2021-07-02,False,2201.84,Silver,Morph Turn-Key Channels,Emergency Relief,2021-02-23,Carol Snyder,2021-11-07,189582,2020-09,2020,0.6271639712630946,1
DON02265,D0630,CAMP015,2021-03-16,4589.67,Credit Card,Failed,Jared,Mitchell,westkatie@gmail.com,Female,2021-11-17,False,1225.16,Silver,Envisioneer Enterprise Mindshare,Scholarships,2020-07-14,Brandon Sims,2021-10-24,169108,2021-03,2021,2.7140466447477354,0
DON02266,D0097,CAMP001,2022-03-02,3520.78,Online,Failed,Angela,Simmons,aprilwells@myers-walters.com,Male,2022-03-15,True,5787.78,Gold,Integrate Synergistic Relationships,Athletics,2023-08-16,Daniel Wilson,2024-07-22,217610,2022-03,2022,1.6179311612517808,0
DON02267,D0479,CAMP018,2025-02-18,1114.77,Cash,Completed,Charles,Vega,karengoodman@stout.com,Other,2022-08-05,True,8952.73,Gold,Empower World-Class Communities,Alumni Giving,2025-01-23,Christopher Henderson,2025-01-28,27291,2025-02,2025,4.084753215345718,1
DON02268,D0236,CAMP016,2024-03-18,1114.26,Credit Card,Failed,Ian,Lewis,danny25@meyer.com,Female,2023-02-02,True,3999.13,Silver,Architect Proactive E-Commerce,Athletics,2024-12-25,Rhonda Foster,2025-03-12,176530,2024-03,2024,0.6312014954965162,0
DON02269,D0566,CAMP025,2024-05-27,261.96,Check,Refunded,Shannon,Acosta,anabautista@yahoo.com,Female,2025-04-09,True,3314.87,Silver,Drive Open-Source Architectures,Alumni Giving,2022-07-22,Andrea Smith,2023-08-14,220949,2024-05,2024,0.11856129695088007,0
DON02270,D0427,CAMP022,2024-04-10,2501.58,Credit Card,Refunded,Traci,Wallace,leejohnson@yahoo.com,Other,2023-09-04,True,2902.37,Silver,Implement End-To-End Convergence,Emergency Relief,2022-03-16,Christopher Cantu,2022-10-01,171494,2024-04,2024,1.458698263496099,0
DON02271,D0314,CAMP012,2024-07-04,2405.74,Credit Card,Completed,Felicia,Austin,victoria05@guzman.biz,Other,2025-04-13,False,4626.63,Silver,Visualize Revolutionary Bandwidth,Emergency Relief,2020-07-07,Christine Li,2023-06-28,44114,2024-07,2024,5.453461486149521,1
DON02272,D0949,CAMP023,2021-03-01,548.83,Check,Failed,Mark,Mason,robertsantos@wise.com,Female,2022-09-11,False,862.22,Bronze,Aggregate Real-Time Markets,Alumni Giving,2021-09-10,Alyssa Stone,2023-12-27,41995,2021-03,2021,1.306893677818788,0
DON02273,D0463,CAMP024,2021-06-30,214.36,Cash,Completed,Tina,Matthews,debra78@hotmail.com,Female,2024-12-29,False,207.85,Bronze,Morph Next-Generation Paradigms,Emergency Relief,2025-04-08,Megan Richardson,2025-04-13,93930,2021-06,2021,0.2282124986692218,1
DON02274,D0628,CAMP011,2025-01-11,381.98,Credit Card,Refunded,Sheila,Carey,darlenewilliams@ochoa-perez.com,Male,2022-04-14,False,9553.7,Gold,Incentivize Efficient Action-Items,Athletics,2021-08-15,Jessica Gonzales,2025-04-06,125565,2025-01,2025,0.3042089754310517,0
DON02275,D0925,CAMP006,2022-02-24,3295.58,Check,Refunded,Karen,King,robinhall@hotmail.com,Female,2022-04-21,False,8472.82,Gold,Utilize Vertical E-Tailers,Athletics,2024-01-01,John Mclaughlin,2025-01-13,43725,2022-02,2022,7.537061177815894,0
DON02276,D0666,CAMP022,2024-07-20,182.23,Online,Completed,Amanda,Wright,chad61@miller.com,Male,2020-12-21,True,452.97,Bronze,Implement End-To-End Convergence,Emergency Relief,2022-03-16,Christopher Cantu,2022-10-01,171494,2024-07,2024,0.10626027732748666,1
DON02277,D0692,CAMP021,2025-05-02,503.75,Cash,Completed,Peter,Campbell,alowery@woods.biz,Male,2022-01-13,True,1173.59,Silver,Extend Innovative Applications,Emergency Relief,2021-01-31,Natalie Dougherty,2021-07-09,247090,2025-05,2025,0.2038730826824234,1
DON02278,D0333,CAMP021,2022-04-01,3347.77,Cash,Failed,Jonathan,Watson,gregoryjimmy@hotmail.com,Female,2024-06-06,False,7710.27,Gold,Extend Innovative Applications,Emergency Relief,2021-01-31,Natalie Dougherty,2021-07-09,247090,2022-04,2022,1.3548787891051843,0
DON02279,D0062,CAMP022,2020-06-18,2414.2,Check,Refunded,Lindsey,Weber,wlopez@reed-johnson.com,Female,2021-11-04,False,2358.86,Silver,Implement End-To-End Convergence,Emergency Relief,2022-03-16,Christopher Cantu,2022-10-01,171494,2020-06,2020,1.4077460435933618,0
DON02280,D0121,CAMP016,2022-02-13,114.26,Check,Completed,Michael,Schultz,donna99@wilkins.com,Female,2021-03-13,True,5773.27,Gold,Architect Proactive E-Commerce,Athletics,2024-12-25,Rhonda Foster,2025-03-12,176530,2022-02,2022,0.06472554240072509,1
DON02281,D0252,CAMP024,2021-04-21,279.14,Credit Card,Refunded,Sarah,Rodriguez,christophermeadows@gmail.com,Male,2023-08-11,False,2354.61,Silver,Morph Next-Generation Paradigms,Emergency Relief,2025-04-08,Megan Richardson,2025-04-13,93930,2021-04,2021,0.2971787501330778,0
DON02282,D0649,CAMP015,2020-10-12,3391.77,Online,Refunded,Christian,Contreras,jacksonreginald@gmail.com,Male,2021-02-22,True,2053.49,Silver,Envisioneer Enterprise Mindshare,Scholarships,2020-07-14,Brandon Sims,2021-10-24,169108,2020-10,2020,2.005682758946945,0
DON02283,D0582,CAMP013,2020-12-07,4088.13,Online,Refunded,Gregory,Baird,danadawson@yahoo.com,Other,2022-09-04,False,5583.63,Gold,Seize Ubiquitous Communities,Emergency Relief,2020-09-28,Kyle Hansen,2023-01-09,144459,2020-12,2020,2.8299586733952196,0
DON02284,D0681,CAMP016,2023-11-27,4754.36,Credit Card,Refunded,Don,Aguilar,sara42@hotmail.com,Female,2022-03-01,True,9272.58,Gold,Architect Proactive E-Commerce,Athletics,2024-12-25,Rhonda Foster,2025-03-12,176530,2023-11,2023,2.6932306123605048,0
DON02285,D0077,CAMP005,2024-03-11,2532.48,Cash,Completed,Stephen,Long,aprilcarter@powers.com,Other,2022-04-17,False,2990.18,Silver,Morph Turn-Key Channels,Emergency Relief,2021-02-23,Carol Snyder,2021-11-07,189582,2024-03,2024,1.335823021172896,1
DON02286,D0447,CAMP018,2020-08-24,1643.71,Cash,Completed,Glenn,Williams,haynessamantha@kennedy.com,Other,2021-09-08,False,6724.53,Gold,Empower World-Class Communities,Alumni Giving,2025-01-23,Christopher Henderson,2025-01-28,27291,2020-08,2020,6.022901322780403,1
DON02287,D0084,CAMP015,2024-09-04,1652.94,Credit Card,Failed,Christopher,Gomez,wshea@doyle.com,Female,2023-05-12,False,887.15,Bronze,Envisioneer Enterprise Mindshare,Scholarships,2020-07-14,Brandon Sims,2021-10-24,169108,2024-09,2024,0.9774463656361615,0
DON02288,D0783,CAMP014,2020-11-01,4223.51,Online,Refunded,Daniel,Hernandez,joelcrosby@yahoo.com,Male,2020-07-28,False,2329.07,Silver,Monetize Real-Time Convergence,Emergency Relief,2023-06-26,Angela Tate,2024-01-25,91535,2020-11,2020,4.614092969902224,0
DON02289,D0731,CAMP018,2023-08-19,741.62,Credit Card,Refunded,Angela,Cooper,william60@christensen-garcia.com,Male,2021-11-14,True,2095.97,Silver,Empower World-Class Communities,Alumni Giving,2025-01-23,Christopher Henderson,2025-01-28,27291,2023-08,2023,2.71745264006449,0
DON02290,D0940,CAMP010,2024-05-21,4186.95,Credit Card,Completed,Mark,Richardson,oneilldakota@perez-lester.org,Other,2024-08-03,False,5036.1,Gold,Exploit Dot-Com E-Commerce,Scholarships,2020-07-08,Amanda Price DVM,2020-11-12,171983,2024-05,2024,2.4345138763715015,1
DON02291,D0445,CAMP022,2021-06-01,2345.88,Online,Refunded,Amy,Contreras,amandahill@gmail.com,Female,2023-06-24,False,2016.89,Silver,Implement End-To-End Convergence,Emergency Relief,2022-03-16,Christopher Cantu,2022-10-01,171494,2021-06,2021,1.3679079151457194,0
DON02292,D0798,CAMP009,2022-11-01,1917.37,Check,Refunded,Mandy,Arnold,brianscott@perry-pittman.org,Female,2023-10-09,False,8466.46,Gold,Whiteboard Holistic Users,Emergency Relief,2023-04-30,Jeremy Lee,2024-07-24,58464,2022-11,2022,3.2795737547892716,0
DON02293,D0853,CAMP015,2025-02-10,4592.88,Check,Refunded,Robert,Velazquez,stewartscott@blake-kent.net,Male,2023-07-11,True,6680.03,Gold,Envisioneer Enterprise Mindshare,Scholarships,2020-07-14,Brandon Sims,2021-10-24,169108,2025-02,2025,2.7159448399839157,0
DON02294,D0603,CAMP001,2022-07-08,4062.81,Credit Card,Completed,Maria,Berger,wadetammy@hotmail.com,Female,2024-12-15,False,7179.73,Gold,Integrate Synergistic Relationships,Athletics,2023-08-16,Daniel Wilson,2024-07-22,217610,2022-07,2022,1.8670143835301685,1
DON02295,D0172,CAMP010,2023-10-05,2707.33,Check,Failed,Lawrence,Nguyen,nbarr@wallace.biz,Male,2021-04-07,True,3934.9,Silver,Exploit Dot-Com E-Commerce,Scholarships,2020-07-08,Amanda Price DVM,2020-11-12,171983,2023-10,2023,1.5741846577859437,0
DON02296,D0459,CAMP025,2023-01-08,2896.06,Cash,Refunded,Amber,Browning,fhendrix@lopez-welch.com,Female,2025-05-26,False,9895.06,Gold,Drive Open-Source Architectures,Alumni Giving,2022-07-22,Andrea Smith,2023-08-14,220949,2023-01,2023,1.310736866878782,0
DON02297,D0301,CAMP006,2023-09-30,178.83,Credit Card,Refunded,Richard,Clark,hsmith@hotmail.com,Male,2023-05-13,True,5640.41,Gold,Utilize Vertical E-Tailers,Athletics,2024-01-01,John Mclaughlin,2025-01-13,43725,2023-09,2023,0.40898799313893663,0
DON02298,D0410,CAMP021,2023-05-16,2446.92,Cash,Refunded,Patrick,Wilson,gabriellekeller@roberts-cummings.com,Female,2023-06-29,False,8760.51,Gold,Extend Innovative Applications,Emergency Relief,2021-01-31,Natalie Dougherty,2021-07-09,247090,2023-05,2023,0.9902950341980654,0
DON02299,D0015,CAMP009,2022-06-07,4024.74,Cash,Completed,Amanda,Stevens,pdouglas@lewis.com,Other,2021-06-29,False,1976.93,Silver,Whiteboard Holistic Users,Emergency Relief,2023-04-30,Jeremy Lee,2024-07-24,58464,2022-06,2022,6.88413382594417,1
DON02300,D0361,CAMP017,2024-08-29,344.21,Online,Completed,Alexandra,Patterson,kellygarza@gmail.com,Female,2021-03-28,True,5268.44,Gold,Matrix Efficient Niches,Emergency Relief,2024-09-15,Nicholas Cochran,2024-12-22,86721,2024-08,2024,0.3969165484715351,1
DON02301,D0203,CAMP017,2021-06-03,672.13,Credit Card,Failed,Deanna,Gonzalez,chavezrobert@gmail.com,Female,2020-07-23,False,8179.94,Gold,Matrix Efficient Niches,Emergency Relief,2024-09-15,Nicholas Cochran,2024-12-22,86721,2021-06,2021,0.7750487194566483,0
DON02302,D0774,CAMP023,2021-12-24,1755.25,Check,Completed,Matthew,Anderson,ccarey@gmail.com,Other,2025-05-23,True,9411.7,Gold,Aggregate Real-Time Markets,Alumni Giving,2021-09-10,Alyssa Stone,2023-12-27,41995,2021-12,2021,4.179664245743541,1
DON02303,D0046,CAMP017,2022-09-29,1003.51,Check,Refunded,Scott,Jackson,barnesstephen@yahoo.com,Female,2020-07-24,False,2016.03,Silver,Matrix Efficient Niches,Emergency Relief,2024-09-15,Nicholas Cochran,2024-12-22,86721,2022-09,2022,1.1571706968323705,0
DON02304,D0891,CAMP010,2023-06-10,3806.12,Credit Card,Failed,Jennifer,Rowland,patrick11@hotmail.com,Other,2021-06-04,True,6302.42,Gold,Exploit Dot-Com E-Commerce,Scholarships,2020-07-08,Amanda Price DVM,2020-11-12,171983,2023-06,2023,2.2130791996883414,0
DON02305,D0003,CAMP021,2021-04-29,4800.99,Online,Completed,Justin,Ponce,bob37@ramos.com,Female,2024-06-04,False,5371.68,Gold,Extend Innovative Applications,Emergency Relief,2021-01-31,Natalie Dougherty,2021-07-09,247090,2021-04,2021,1.9430126674491077,1
DON02306,D0662,CAMP012,2020-05-26,4009.66,Cash,Completed,Brandy,Ingram,garciaaustin@hotmail.com,Female,2022-03-02,True,4354.92,Silver,Visualize Revolutionary Bandwidth,Emergency Relief,2020-07-07,Christine Li,2023-06-28,44114,2020-05,2020,9.089314049961462,1
DON02307,D0637,CAMP024,2022-12-06,3159.98,Check,Failed,Amber,Johnson,merrittmary@rhodes.com,Other,2024-03-31,False,9804.7,Gold,Morph Next-Generation Paradigms,Emergency Relief,2025-04-08,Megan Richardson,2025-04-13,93930,2022-12,2022,3.364186096028958,0
DON02308,D0919,CAMP022,2021-04-11,1308.22,Online,Completed,Joshua,Johnson,randylopez@gmail.com,Female,2021-05-02,True,8830.08,Gold,Implement End-To-End Convergence,Emergency Relief,2022-03-16,Christopher Cantu,2022-10-01,171494,2021-04,2021,0.7628371838081799,1
DON02309,D0073,CAMP008,2023-11-07,1788.35,Cash,Refunded,Micheal,Leon,nmartinez@grant.org,Male,2020-12-14,True,8618.14,Gold,Deliver Robust Vortals,Athletics,2021-03-18,Ms. Carly Smith,2021-08-30,215102,2023-11,2023,0.8313962678171286,0
DON02310,D0767,CAMP007,2021-05-04,3604.98,Check,Failed,Joseph,Jacobs,emmaalvarado@pham.com,Other,2021-02-03,False,3970.87,Silver,Generate Intuitive Schemas,Athletics,2024-01-17,Jessica Davis,2025-03-08,60022,2021-05,2021,6.006097764153144,0
DON02311,D0613,CAMP015,2022-10-20,1466.73,Online,Completed,Darren,Martin,adrian80@palmer.com,Male,2023-03-16,False,1250.02,Silver,Envisioneer Enterprise Mindshare,Scholarships,2020-07-14,Brandon Sims,2021-10-24,169108,2022-10,2022,0.8673333017953024,1
DON02312,D0045,CAMP018,2022-07-06,696.99,Credit Card,Refunded,Andrew,Cooper,oconnorandre@palmer-jones.com,Male,2020-09-29,True,4895.83,Silver,Empower World-Class Communities,Alumni Giving,2025-01-23,Christopher Henderson,2025-01-28,27291,2022-07,2022,2.5539188743541827,0
DON02313,D0853,CAMP025,2022-10-19,2995.34,Cash,Refunded,Robert,Velazquez,stewartscott@blake-kent.net,Male,2023-07-11,True,6680.03,Gold,Drive Open-Source Architectures,Alumni Giving,2022-07-22,Andrea Smith,2023-08-14,220949,2022-10,2022,1.3556703130586698,0
DON02314,D0367,CAMP013,2023-10-31,2652.99,Online,Failed,David,Richards,lyonsmegan@kim.biz,Female,2022-10-02,False,2398.84,Silver,Seize Ubiquitous Communities,Emergency Relief,2020-09-28,Kyle Hansen,2023-01-09,144459,2023-10,2023,1.8365003218906402,0
DON02315,D0694,CAMP016,2023-11-22,1118.68,Credit Card,Failed,Amber,Perez,brookesimpson@gmail.com,Other,2020-06-04,True,7265.36,Gold,Architect Proactive E-Commerce,Athletics,2024-12-25,Rhonda Foster,2025-03-12,176530,2023-11,2023,0.6337053192091996,0
DON02316,D0597,CAMP005,2022-04-10,4438.7,Online,Completed,Andrew,Leonard,stewartlindsey@allen.com,Female,2022-11-15,False,8568.61,Gold,Morph Turn-Key Channels,Emergency Relief,2021-02-23,Carol Snyder,2021-11-07,189582,2022-04,2022,2.3413087740397294,1
DON02317,D0875,CAMP013,2023-10-01,4771.26,Credit Card,Refunded,Wendy,Jackson,kimhansen@hotmail.com,Other,2023-10-16,False,3483.64,Silver,Seize Ubiquitous Communities,Emergency Relief,2020-09-28,Kyle Hansen,2023-01-09,144459,2023-10,2023,3.3028471746308643,0
DON02318,D0520,CAMP004,2022-09-04,4676.11,Online,Completed,Mark,Williams,heathersmith@yahoo.com,Male,2021-06-05,False,8670.86,Gold,Drive Out-Of-The-Box Networks,Scholarships,2022-05-30,David James,2022-12-05,246176,2022-09,2022,1.8994987326140647,1
DON02319,D0028,CAMP020,2021-09-05,2098.12,Credit Card,Completed,Patrick,Moore,efrench@duncan.biz,Other,2023-06-11,True,6832.82,Gold,Benchmark Clicks-And-Mortar Technologies,Scholarships,2024-04-27,Brian Nelson,2024-10-04,214712,2021-09,2021,0.9771787324415961,1
DON02320,D0750,CAMP019,2020-08-28,1825.14,Cash,Completed,Anthony,Bennett,brittany36@hotmail.com,Other,2025-02-17,False,7160.5,Gold,Incentivize B2C Relationships,Alumni Giving,2022-05-23,Linda Hicks,2022-06-12,67273,2020-08,2020,2.7130349471556197,1
DON02321,D0502,CAMP021,2023-04-15,1763.42,Online,Completed,Dana,Lloyd,christopher68@yahoo.com,Other,2022-09-05,True,9786.93,Gold,Extend Innovative Applications,Emergency Relief,2021-01-31,Natalie Dougherty,2021-07-09,247090,2023-04,2023,0.7136751790845441,1
DON02322,D0394,CAMP010,2023-12-23,1120.5,Cash,Failed,Samantha,Brown,jamesclark@gmail.com,Male,2020-10-08,True,1992.95,Silver,Exploit Dot-Com E-Commerce,Scholarships,2020-07-08,Amanda Price DVM,2020-11-12,171983,2023-12,2023,0.651517882581418,0
DON02323,D0635,CAMP001,2021-08-08,1712.44,Credit Card,Completed,Angela,Hernandez,kiddamanda@chavez.info,Other,2024-11-29,False,7340.85,Gold,Integrate Synergistic Relationships,Athletics,2023-08-16,Daniel Wilson,2024-07-22,217610,2021-08,2021,0.7869307476678461,1
DON02324,D0295,CAMP023,2023-08-09,3635.34,Credit Card,Refunded,Laurie,Smith,fhenderson@johnson-alvarez.com,Male,2024-12-30,False,9101.63,Gold,Aggregate Real-Time Markets,Alumni Giving,2021-09-10,Alyssa Stone,2023-12-27,41995,2023-08,2023,8.656601976425765,0
DON02325,D0767,CAMP025,2023-12-02,2131.17,Online,Failed,Joseph,Jacobs,emmaalvarado@pham.com,Other,2021-02-03,False,3970.87,Silver,Drive Open-Source Architectures,Alumni Giving,2022-07-22,Andrea Smith,2023-08-14,220949,2023-12,2023,0.9645529058742063,0
DON02326,D0124,CAMP015,2021-09-17,4000.75,Check,Failed,Laura,Rodriguez,sylviarivera@bennett-zimmerman.biz,Female,2021-10-29,True,7718.53,Gold,Envisioneer Enterprise Mindshare,Scholarships,2020-07-14,Brandon Sims,2021-10-24,169108,2021-09,2021,2.3657958227878044,0
DON02327,D0481,CAMP007,2023-08-23,4349.95,Cash,Failed,Patrick,Marquez,brandondavidson@yahoo.com,Male,2023-01-02,False,9400.12,Gold,Generate Intuitive Schemas,Athletics,2024-01-17,Jessica Davis,2025-03-08,60022,2023-08,2023,7.247259338242644,0
DON02328,D0782,CAMP018,2024-05-04,4559.0,Check,Completed,Robert,Andrade,heather76@hotmail.com,Female,2023-05-31,False,7184.31,Gold,Empower World-Class Communities,Alumni Giving,2025-01-23,Christopher Henderson,2025-01-28,27291,2024-05,2024,16.705140888937745,1
DON02329,D0684,CAMP018,2021-09-26,3682.52,Check,Refunded,Zachary,Allen,patrickyork@gmail.com,Female,2024-02-05,False,3368.21,Silver,Empower World-Class Communities,Alumni Giving,2025-01-23,Christopher Henderson,2025-01-28,27291,2021-09,2021,13.493532666446814,0
DON02330,D0275,CAMP015,2021-04-17,1881.77,Credit Card,Failed,John,Stark,hgonzalez@mitchell-carr.org,Female,2021-02-15,True,5500.18,Gold,Envisioneer Enterprise Mindshare,Scholarships,2020-07-14,Brandon Sims,2021-10-24,169108,2021-04,2021,1.1127622584383945,0
DON02331,D0641,CAMP010,2025-01-15,2470.03,Credit Card,Refunded,Leroy,York,markaustin@walker.com,Female,2025-03-14,True,7411.11,Gold,Exploit Dot-Com E-Commerce,Scholarships,2020-07-08,Amanda Price DVM,2020-11-12,171983,2025-01,2025,1.4362059040719142,0
DON02332,D0696,CAMP001,2024-03-31,587.93,Credit Card,Refunded,John,Carey,donald80@gmail.com,Female,2025-01-10,True,293.28,Bronze,Integrate Synergistic Relationships,Athletics,2023-08-16,Daniel Wilson,2024-07-22,217610,2024-03,2024,0.2701760029410413,0
DON02333,D0580,CAMP024,2024-08-28,1333.72,Cash,Completed,Joshua,Duncan,janice90@mills-stevens.com,Male,2022-02-12,False,582.42,Bronze,Morph Next-Generation Paradigms,Emergency Relief,2025-04-08,Megan Richardson,2025-04-13,93930,2024-08,2024,1.419908442457149,1
DON02334,D0911,CAMP025,2021-09-14,1401.69,Online,Failed,Pamela,Ray,wfernandez@yahoo.com,Male,2023-03-19,True,8208.9,Gold,Drive Open-Source Architectures,Alumni Giving,2022-07-22,Andrea Smith,2023-08-14,220949,2021-09,2021,0.6343952676862082,0
DON02335,D0428,CAMP014,2022-04-15,168.52,Cash,Completed,Kimberly,Diaz,lauren73@hotmail.com,Female,2022-12-24,False,1160.1,Silver,Monetize Real-Time Convergence,Emergency Relief,2023-06-26,Angela Tate,2024-01-25,91535,2022-04,2022,0.18410444092423664,1
DON02336,D0965,CAMP020,2021-11-12,1656.0,Credit Card,Completed,Joseph,Torres,katherine46@hotmail.com,Female,2022-08-13,True,6854.91,Gold,Benchmark Clicks-And-Mortar Technologies,Scholarships,2024-04-27,Brian Nelson,2024-10-04,214712,2021-11,2021,0.7712656954431983,1
DON02337,D0307,CAMP011,2021-08-25,979.1,Check,Failed,Stacie,Patel,ricky12@hotmail.com,Other,2021-05-21,True,8397.17,Gold,Incentivize Efficient Action-Items,Athletics,2021-08-15,Jessica Gonzales,2025-04-06,125565,2021-08,2021,0.7797555051168717,0
DON02338,D0799,CAMP020,2021-08-28,3317.2,Credit Card,Completed,April,Price,blackryan@hotmail.com,Female,2023-07-29,False,5713.45,Gold,Benchmark Clicks-And-Mortar Technologies,Scholarships,2024-04-27,Brian Nelson,2024-10-04,214712,2021-08,2021,1.5449532396885128,1
DON02339,D0406,CAMP006,2024-02-25,860.22,Credit Card,Failed,Cynthia,Glover,christophermurray@nelson.com,Female,2020-10-14,False,4659.46,Silver,Utilize Vertical E-Tailers,Athletics,2024-01-01,John Mclaughlin,2025-01-13,43725,2024-02,2024,1.9673413379073756,0
DON02340,D0108,CAMP018,2021-07-28,1893.66,Check,Failed,Gary,Sanchez,userrano@yahoo.com,Other,2024-01-12,True,5433.25,Gold,Empower World-Class Communities,Alumni Giving,2025-01-23,Christopher Henderson,2025-01-28,27291,2021-07,2021,6.938771023414312,0
DON02341,D0131,CAMP002,2023-08-01,1102.77,Cash,Failed,Jamie,Shaw,michelle00@gmail.com,Male,2024-10-20,True,7292.14,Gold,Generate Clicks-And-Mortar Eyeballs,Emergency Relief,2020-11-22,Christopher Murphy,2021-01-02,197004,2023-08,2023,0.5597703599926905,0
